GEOID,TotPop,TotUnder5,Hispanic,BlackAloneOrCombo,AsianAloneOrCombo,AmerIndAloneorCombo,NatHawAloneOrCombo,ratioUnder5
48201511500,8020,702,3230,109,376,28,0,8.753117207
48201511600,3576,172,2325,111,104,16,0,4.8098434
48201520100,1917,81,594,77,200,14,6,4.225352113
48201520200,3360,211,733,396,243,2,0,6.279761905
48201520300,5525,529,3316,527,141,20,0,9.574660633
48201520400,3420,356,2589,125,28,7,0,10.40935673
48201520500,9298,652,7664,668,0,107,0,7.012260701
48201520601,2781,302,2189,104,222,0,0,10.85940309
48201520602,5987,451,5046,199,44,230,0,7.532988141
48201520700,4072,275,1250,172,447,8,11,6.753438114
48201521000,2426,299,1564,186,79,6,0,12.32481451
48201521100,2291,225,1937,13,0,0,0,9.821038848
48201521200,5762,524,4464,560,105,252,0,9.094064561
48201521300,5696,438,3734,208,547,40,19,7.689606742
48201521400,7554,948,7162,127,95,26,16,12.54964257
48201521500,6036,348,3992,215,323,25,0,5.765407555
48201521600,3498,140,2456,513,17,39,0,4.002287021
48201521700,6867,475,4246,1683,105,147,72,6.917139945
48201521800,5545,173,2752,521,1225,80,0,3.119927863
48201521900,6705,460,2604,380,816,0,0,6.860551827
48201522000,4713,398,2564,274,186,90,0,8.44472735
48201522100,7672,428,4247,704,411,112,0,5.578727842
48201522201,4032,382,2675,149,153,57,0,9.474206349
48201522202,4085,324,2782,267,140,0,0,7.931456548
48201522301,4000,469,2516,195,174,43,0,11.725
48201522302,3847,423,2445,210,421,13,0,10.99558097
48201522401,5809,674,2382,296,398,100,17,11.60268549
48201522402,3840,318,2406,97,115,11,0,8.28125
48201522500,5112,337,443,11,540,41,0,6.592331768
48201530100,6550,848,5230,683,42,14,10,12.94656489
48201530200,3679,265,1153,79,267,62,0,7.203044306
48201530300,2358,117,1016,1247,9,3,0,4.961832061
48201530400,2954,144,1579,1328,0,0,0,4.874746107
48201530500,5405,536,3479,1604,2,24,18,9.916743756
48201530600,3597,450,2484,695,12,16,8,12.51042535
48201530700,5601,582,3751,1561,24,52,0,10.39100161
48201530800,4350,219,1084,2964,1,0,0,5.034482759
48201530900,4396,406,1833,334,90,25,9,9.23566879
48201531000,3905,387,1041,50,29,19,0,9.910371319
48201531100,3262,277,723,0,85,0,0,8.491722869
48201531200,3573,272,1532,464,143,36,0,7.612650434
48201531300,6275,804,4223,584,59,125,0,12.812749
48201531400,2150,107,852,153,71,0,0,4.976744186
48201531500,3014,297,1327,363,125,0,14,9.854014599
48201531600,3153,296,1328,76,56,6,0,9.387884554
48201531700,3425,489,522,153,88,71,0,14.27737226
48201531800,2366,207,882,1549,28,42,0,8.748943364
48201531900,5077,304,1578,3355,22,53,0,5.987788064
48201532001,6327,546,3276,1961,98,52,6,8.629682314
48201532002,1284,120,427,228,0,97,0,9.345794393
48201532100,7176,503,4386,1547,294,0,0,7.009476031
48201532200,4083,496,2627,1037,14,41,0,12.14793044
48201532300,7429,472,3692,2012,316,0,16,6.353479607
48201532400,6824,359,4622,823,351,0,0,5.26084408
48201532501,8663,583,5452,703,1364,20,0,6.729770287
48201532502,5336,337,4036,539,243,0,0,6.315592204
48201532600,6534,428,3396,2358,553,79,0,6.550352005
48201532700,4934,445,2086,2021,95,136,0,9.01905148
48201532800,1951,139,1191,354,109,72,0,7.124551512
48201532900,6684,649,3573,2429,480,29,45,9.709754638
48201533000,2422,157,952,1503,37,0,0,6.482246078
48201533100,7864,976,2696,4590,206,0,0,12.41098678
48201533200,3921,271,1162,2450,66,123,0,6.911502168
48201533300,6199,607,1420,4945,0,49,0,9.79190192
48201533400,12175,1195,7031,4401,377,80,0,9.815195072
48201533500,4357,312,2988,428,424,25,0,7.160890521
48201533600,5468,506,3742,1459,256,13,0,9.253840527
48201533701,5751,404,4651,778,210,25,0,7.024865241
48201533702,3757,176,2967,496,88,41,0,4.684588768
48201533801,11051,1115,6634,2258,1441,85,0,10.08958465
48201533802,7441,820,5196,1186,649,104,0,11.02002419
48201533901,9749,554,6000,2251,823,37,0,5.682634116
48201533902,4761,628,2800,1449,276,0,0,13.1905062
48201534001,3462,382,2347,214,545,103,0,11.03408434
48201534002,5991,227,4152,635,465,62,28,3.789016859
48201534003,2897,167,1595,762,343,83,0,5.764584052
48201534100,8510,475,4726,1306,1704,154,0,5.581668625
48201534201,3018,347,1720,269,616,0,10,11.49768058
48201534202,9378,657,3102,900,984,83,30,7.005758157
48201534203,2226,161,1484,98,90,8,0,7.232704403
48201540100,11422,624,3106,827,2178,39,0,5.463141306
48201540200,2624,98,1721,304,117,0,0,3.734756098
48201540501,6645,868,4658,810,456,54,0,13.06245297
48201540502,5156,310,1547,633,174,54,0,6.012412723
48201540601,4128,192,1676,570,846,44,0,4.651162791
48201540602,7610,521,4603,1209,403,27,39,6.846254928
48201540700,7201,358,3141,621,921,107,28,4.971531732
48201540800,7219,429,4469,851,680,24,0,5.942651337
48201540901,2488,51,353,212,328,0,0,2.049839228
48201540902,6654,598,1900,1460,452,190,20,8.987075443
48201541001,11518,689,3300,2014,2618,0,0,5.981941309
48201541002,8937,551,1582,2254,1964,56,0,6.165379881
48201541003,14425,850,3141,2286,1741,146,37,5.89254766
48201541100,7060,471,1509,659,877,16,0,6.671388102
48201541201,9331,633,1756,1024,1189,184,52,6.783838817
48201541202,8783,850,3254,992,539,42,42,9.677786633
48201541203,2719,77,374,0,175,0,0,2.831923501
48201541300,12908,915,7757,1887,1454,54,0,7.088627208
48201541400,16884,1363,7924,3240,3687,0,0,8.07273158
48201541500,5513,329,2478,556,1263,53,34,5.967712679
48201541601,6198,417,1529,1050,751,15,0,6.727976767
48201541602,10425,574,6120,840,500,326,33,5.505995204
48201541700,10881,573,3020,4122,833,48,0,5.266060105
48201541800,6636,502,2707,1070,706,54,0,7.564798071
48201541900,7293,523,3028,1237,588,0,204,7.171260112
48201542000,16250,1407,4305,2403,1474,109,40,8.658461538
48201542101,24020,1932,11446,7069,1837,72,36,8.043297252
48201542102,16596,1140,7888,4979,699,271,0,6.86912509
48201542200,23196,1731,12813,6417,715,244,0,7.462493533
48201542301,13634,815,7288,2005,1160,136,0,5.977702802
48201542302,8534,715,3997,1773,708,55,0,8.378251699
48201542400,12874,934,6746,2214,1062,55,70,7.254932422
48201542500,3039,145,443,249,37,0,0,4.771306351
48201542600,5773,530,2026,566,467,61,0,9.18066863
48201542700,5142,251,1660,375,388,55,208,4.881369117
48201542800,8714,1066,2781,199,315,0,0,12.23318797
48201542900,20768,1498,7321,3709,1340,193,0,7.213020031
48201543001,14126,1412,3081,3031,2108,305,0,9.995752513
48201543002,20582,1884,3988,2959,3279,124,0,9.153629385
48201543003,22394,2287,11469,5134,2362,423,0,10.21255693
48201543100,3633,329,1702,239,55,64,0,9.055876686
48201543200,8175,506,3285,427,1148,28,33,6.189602446
48201550100,5456,664,2717,2744,2,77,0,12.17008798
48201550200,4414,816,1435,2655,74,0,109,18.48663344
48201550301,7828,900,2923,4366,38,78,0,11.49718958
48201550302,12258,1131,3486,7468,216,252,0,9.226627509
48201550401,14904,1404,6868,5746,1013,0,295,9.420289855
48201550402,11568,692,3152,7414,774,32,0,5.982019364
48201550500,6443,444,3058,2511,813,0,25,6.891199752
48201550601,7061,602,3659,2607,556,144,167,8.525704574
48201550602,3160,73,1687,1147,213,36,0,2.310126582
48201550603,6406,352,4247,1655,386,61,37,5.494848579
48201550700,3892,395,1783,1375,501,100,0,10.14902364
48201550800,3669,198,1759,1666,173,26,0,5.396565822
48201550900,9779,499,4903,1919,2277,80,0,5.102771245
48201551000,3908,242,2412,893,365,0,7,6.192425793
48201551100,10894,821,3394,4864,1849,0,0,7.536258491
48201551200,7718,600,2435,1006,1048,220,0,7.774034724
48201551300,4434,285,1086,1378,976,11,81,6.427604871
48201551400,5130,514,1636,945,775,29,6,10.01949318
48201551500,8775,804,3040,3238,1277,65,186,9.162393162
48201551600,9294,351,4001,1349,1212,118,55,3.776630084
48201551701,8750,488,2862,747,1183,121,0,5.577142857
48201551702,3921,245,677,97,983,44,0,6.248406019
48201551703,8396,562,1929,1043,1778,0,0,6.693663649
48201551800,4385,139,650,181,379,0,15,3.169897377
48201551900,5758,299,1449,2760,166,32,18,5.192775269
48201552001,8572,462,2190,1812,1383,66,0,5.389640691
48201552002,1366,43,298,270,131,0,0,3.147877013
48201552101,4270,359,1298,887,446,16,0,8.407494145
48201552102,6629,416,1751,434,790,0,0,6.275456328
48201552103,3309,77,924,555,216,21,6,2.326987005
48201552200,7798,621,2641,1468,867,101,0,7.963580405
48201552301,4220,165,541,445,148,51,0,3.909952607
48201552302,4450,318,776,626,702,86,0,7.146067416
48201552400,7709,605,2594,1917,503,58,6,7.847969905
48201552500,11478,575,4813,1723,1338,70,0,5.009583551
48201552601,5959,524,1241,2523,899,18,0,8.793421715
48201552602,6964,481,859,1105,1089,77,0,6.906950029
48201552700,8620,347,2416,1813,663,22,22,4.025522042
48201552800,9371,350,1153,1665,366,28,0,3.734926902
48201552900,8878,846,1393,2757,651,126,142,9.529173237
48201553001,5786,271,1574,1260,578,27,26,4.683719323
48201553002,4834,293,1952,935,695,38,0,6.061232933
48201553100,6118,222,2352,1698,274,45,21,3.628636809
48201553200,6452,325,1553,2317,353,0,7,5.037197768
48201553300,6377,915,2036,3444,123,253,0,14.34843971
48201553401,4206,268,399,312,231,34,0,6.371849738
48201553402,8702,633,1872,1223,682,217,0,7.274189841
48201553403,7491,417,2179,891,1001,127,0,5.566680016
48201553500,6890,417,1698,278,571,41,0,6.052249637
48201553600,8097,378,1090,1357,879,94,42,4.668395702
48201553700,4242,226,726,744,595,12,0,5.327675625
48201553801,2863,123,509,254,77,46,0,4.296192805
48201553802,8872,542,1840,1037,1340,46,0,6.109107304
48201553900,8055,381,1184,502,820,217,0,4.729981378
48201554001,3332,135,933,279,395,49,0,4.051620648
48201554002,4279,187,466,25,212,0,0,4.370179949
48201554101,1192,52,149,92,52,0,0,4.362416107
48201554102,9691,657,1855,1004,1304,0,102,6.779486121
48201554200,9310,815,2759,1339,615,74,0,8.754027927
48201554301,7536,247,1154,827,191,40,0,3.277600849
48201554302,4946,273,1012,860,268,0,21,5.519611808
48201554401,15270,1264,2043,384,2079,156,0,8.277668631
48201554402,16708,1005,2866,1948,1690,95,0,6.015082595
48201554403,13195,1175,3377,1687,1799,68,0,8.904888215
48201554501,6170,624,1155,569,505,0,0,10.11345219
48201554502,6474,305,865,244,231,45,104,4.711152302
48201554600,4486,196,476,220,145,66,0,4.369148462
48201554700,8339,593,1304,360,770,161,0,7.111164408
48201554801,17427,1728,5312,2837,1363,638,0,9.915648132
48201554802,20804,1997,3287,2385,1832,59,0,9.599115555
48201554901,10411,487,3722,1391,820,139,0,4.677744693
48201554902,8181,466,1824,529,697,183,0,5.696125168
48201554903,13135,916,2287,1226,1968,11,0,6.973734298
48201555000,8401,768,2224,1214,584,118,0,9.141768837
48201555100,10747,786,2712,1538,966,494,29,7.313668931
48201555200,10902,1320,3771,1444,564,29,0,12.10787012
48201555301,1147,103,149,2,43,26,0,8.97994769
48201555302,18295,1771,4415,784,1428,314,52,9.680240503
48201555303,9612,1079,2166,990,822,47,13,11.22555139
48201555401,2544,147,525,289,150,20,7,5.778301887
48201555402,7793,578,2145,463,132,17,0,7.416912614
48201555501,5092,490,1855,228,157,65,0,9.622937942
48201555502,25623,2280,5130,1836,2895,119,160,8.898255474
48201555600,6362,252,1239,642,372,251,0,3.961018548
48201555701,8950,717,1633,963,744,27,0,8.011173184
48201555702,15762,1467,2531,1635,1782,129,49,9.307194518
48201556000,7265,594,3464,843,344,20,20,8.176187199
48201980000,3,0,0,0,0,0,0,0
48201980100,570,68,235,272,0,5,0,11.92982456
48203020102,5484,148,1018,1120,0,122,0,2.698760029
48203020103,4642,297,443,920,0,30,0,6.398104265
48203020104,3509,155,367,733,0,85,15,4.417212881
48203020200,6092,365,111,699,0,0,0,5.991464215
48203020301,4522,330,541,947,203,65,0,7.297655904
48203020302,3440,569,698,1085,0,16,0,16.54069767
48203020401,4221,342,854,2538,31,83,0,8.102345416
48203020402,5084,240,714,3340,11,27,0,4.720692368
48203020501,2937,288,1383,656,7,9,0,9.805924413
48203020502,4147,128,706,562,253,19,0,3.086568604
48203020603,5778,468,235,348,13,46,0,8.099688474
48203020604,3735,242,534,229,50,138,0,6.479250335
48203020605,7062,393,344,826,19,29,0,5.564995752
48203020606,5992,389,679,507,42,29,0,6.491989319
48205950200,5767,311,1524,592,101,158,17,5.392751864
48207950300,3759,146,1081,148,59,47,28,3.884011705
48207950400,2050,97,584,83,15,9,2,4.731707317
48209010100,2365,73,620,138,53,2,0,3.086680761
48209010200,6095,0,1936,809,300,87,20,0
48209010302,5012,351,3051,171,166,55,0,7.003192338
48209010303,8280,354,3009,1217,83,19,58,4.275362319
48209010304,7663,506,3613,692,47,83,15,6.603158032
48209010400,12008,520,6253,690,191,263,0,4.330446369
48209010500,4899,477,2641,284,77,83,0,9.736680955
48209010600,12025,565,3656,317,363,235,47,4.698544699
48209010701,8527,172,2932,98,533,44,0,2.017122083
48209010702,3066,85,558,93,93,22,0,2.772341813
48209010803,4396,131,625,36,0,46,0,2.979981802
48209010804,9413,377,745,0,31,178,0,4.005099331
48209010805,8933,762,1157,292,534,0,0,8.530169036
48209010806,4276,208,632,35,61,4,0,4.864359214
48209010807,2179,133,434,0,0,3,0,6.103717302
48209010808,5979,80,869,10,0,58,0,1.338016391
48209010809,5669,243,1107,12,149,85,12,4.286470277
48209010901,8211,485,1534,170,84,68,78,5.90671051
48209010902,16498,1416,5347,910,499,202,0,8.582858528
48209010905,6751,538,2621,195,106,113,0,7.96918975
48209010906,14255,1129,6713,1143,388,265,0,7.92002806
48209010907,14816,1472,11272,158,8,243,0,9.935205184
48209010908,13054,1137,8033,863,77,75,0,8.709973954
48209010909,7905,562,2622,252,418,224,44,7.109424415
48209010910,11875,966,6354,1218,148,18,0,8.134736842
48211950300,4061,260,1455,36,34,33,0,6.40236395
48213950100,6374,210,242,460,37,0,0,3.294634452
48213950200,5500,529,987,70,0,121,0,9.618181818
48213950300,8080,487,1218,286,28,176,16,6.027227723
48213950400,4498,214,792,119,0,136,0,4.757670076
48213950500,2339,112,121,88,18,8,0,4.788371099
48213950601,4028,200,300,210,0,18,0,4.965243297
48213950602,4972,182,308,116,71,21,0,3.660498793
48213950700,4398,321,799,0,12,3,0,7.298772169
48213950800,5069,154,409,243,14,70,0,3.038074571
48213950901,5748,393,545,73,45,74,3,6.837160752
48213950902,2144,91,93,394,5,45,0,4.244402985
48213950903,2261,57,51,33,0,88,0,2.521008403
48213951000,2551,131,559,560,0,0,11,5.135241082
48213951100,3393,142,140,152,7,50,16,4.185086944
48213951200,6420,616,2513,1219,31,107,18,9.595015576
48213951300,5645,363,805,925,334,38,0,6.430469442
48213951400,7040,335,190,773,46,248,0,4.758522727
48215020101,6820,872,6586,4,0,0,0,12.78592375
48215020102,8546,404,6795,0,0,0,0,4.727357828
48215020201,8322,615,8081,133,0,34,15,7.390050469
48215020202,6921,629,6900,30,0,8,0,9.08828204
48215020204,9308,767,8651,0,92,0,0,8.240223464
48215020205,5699,766,5493,0,0,0,0,13.44095455
48215020301,10319,621,8344,0,433,15,0,6.018025002
48215020302,10120,971,9479,0,57,0,0,9.59486166
48215020402,9212,1048,7670,15,938,0,0,11.37646548
48215020403,5030,376,4726,89,0,41,0,7.475149105
48215020404,5703,496,3926,0,1,0,1,8.697176924
48215020501,5157,458,4669,122,197,0,31,8.881132441
48215020503,11376,589,10740,326,126,11,51,5.177566807
48215020504,8411,1016,8050,45,231,0,15,12.07941981
48215020600,2351,94,2210,0,0,4,0,3.998298596
48215020701,11295,1393,9938,0,134,70,0,12.33289066
48215020721,7704,436,6190,158,722,0,0,5.659397715
48215020723,5190,224,4983,0,9,0,9,4.315992293
48215020724,4097,274,3517,50,269,0,33,6.687820356
48215020725,4125,260,3741,0,62,0,0,6.303030303
48215020726,7378,554,6944,0,16,21,0,7.508809976
48215020802,7334,521,6153,0,79,17,0,7.103899645
48215020803,5270,378,4140,44,72,24,0,7.172675522
48215020804,4476,456,3793,0,50,17,0,10.18766756
48215020901,5343,453,3599,164,503,10,0,8.478382931
48215020903,5549,457,4604,93,65,84,0,8.235718147
48215020904,4825,467,3569,33,105,61,0,9.678756477
48215021000,6618,493,5884,69,0,0,0,7.449380477
48215021100,2886,221,2675,15,41,50,0,7.657657658
48215021201,3505,317,2772,0,166,29,0,9.044222539
48215021202,5342,626,4180,44,230,15,0,11.71845751
48215021302,15786,1942,15594,0,0,44,0,12.30203978
48215021303,10221,1321,9934,100,0,0,120,12.92437139
48215021304,6615,407,6588,1,0,0,0,6.152683296
48215021305,7794,447,7759,0,0,27,11,5.735180908
48215021401,6009,802,5792,15,0,53,0,13.3466467
48215021403,5390,700,4679,29,121,0,0,12.98701299
48215021404,9845,775,8678,0,40,42,0,7.872016252
48215021500,3690,332,3690,0,0,6,0,8.997289973
48215021600,4233,351,4095,0,0,105,0,8.291991495
48215021701,10497,1236,9481,49,178,25,21,11.7747928
48215021702,12236,972,11280,0,0,9,0,7.943772475
48215021803,5512,378,5416,93,0,0,0,6.857764877
48215021804,4632,679,4569,0,0,0,0,14.65889465
48215021805,9567,937,9455,0,0,0,0,9.79408383
48215021806,8927,1243,8911,0,0,0,0,13.92405063
48215021901,8603,733,7731,27,0,0,0,8.520283622
48215021903,4926,608,4779,21,1,0,1,12.34267154
48215021904,4966,430,4324,0,0,26,0,8.658880387
48215022001,13409,828,12726,12,0,17,0,6.174957118
48215022003,6564,274,5199,0,0,0,0,4.174283973
48215022004,9031,1023,8542,22,0,0,0,11.32764921
48215022103,6337,521,5493,91,0,0,0,8.221555941
48215022104,11977,1066,11882,0,0,0,0,8.900392419
48215022105,3804,606,3763,0,0,34,0,15.93059937
48215022106,7171,895,6770,8,0,0,0,12.48082555
48215022201,7196,622,6892,25,0,9,0,8.643690939
48215022203,5290,538,4858,2,138,11,0,10.17013233
48215022204,5464,502,5277,13,0,91,0,9.187408492
48215022300,10752,1084,8894,84,35,21,0,10.08184524
48215022401,5368,705,5072,0,55,11,0,13.13338301
48215022402,6878,753,6572,18,162,13,0,10.94794999
48215022501,7220,918,7142,68,0,136,0,12.71468144
48215022502,5667,582,5305,0,92,211,0,10.26998412
48215022600,1932,104,1907,0,0,83,4,5.383022774
48215022701,5366,413,3952,100,32,0,0,7.696608274
48215022702,4939,302,4103,0,172,28,0,6.114598097
48215022800,8921,819,8502,4,1,0,0,9.180585136
48215022900,4300,375,3741,22,1,14,1,8.720930233
48215023000,5289,415,5025,26,0,0,0,7.846473814
48215023102,8247,622,8190,8,0,0,0,7.542136534
48215023103,7636,1075,7385,60,0,11,0,14.07805134
48215023104,5364,556,5240,10,0,0,0,10.36539896
48215023503,8984,1083,8782,0,0,0,0,12.05476402
48215023504,10036,827,9273,50,78,118,0,8.240334795
48215023507,10546,1003,10167,57,0,102,0,9.510714963
48215023509,12746,811,10337,293,535,112,31,6.36278048
48215023510,9363,739,7070,261,707,0,0,7.892769412
48215023511,11296,1712,11054,0,33,14,0,15.15580737
48215023512,5145,8,3570,779,0,76,0,0.155490768
48215023513,9470,1357,9020,0,74,0,0,14.32946146
48215023514,10027,1017,9926,81,0,145,0,10.14261494
48215023515,13181,1495,12825,0,0,24,0,11.3420833
48215023600,9829,1043,9449,7,20,13,0,10.6114559
48215023700,5234,807,5060,0,17,29,0,15.41841804
48215023801,10913,884,10562,10,73,10,0,8.100430679
48215023802,9030,634,8096,123,205,0,0,7.021040975
48215023902,13350,1095,10911,627,790,23,0,8.202247191
48215023903,4618,406,4151,40,84,63,0,8.791684712
48215023904,9533,1120,7977,104,550,58,0,11.74866254
48215024000,17093,1548,15133,504,83,226,0,9.056338852
48215024105,9308,489,8829,68,0,16,0,5.253545337
48215024106,12791,1147,11410,164,306,26,0,8.967242592
48215024107,4142,290,3735,0,0,4,0,7.001448576
48215024108,5854,537,5577,108,0,0,0,9.173214896
48215024109,7566,829,7441,13,36,35,0,10.9569125
48215024110,11272,1364,11052,0,57,29,0,12.1007807
48215024111,5447,547,5361,0,0,31,0,10.04222508
48215024112,14304,1854,14160,0,0,15,0,12.9614094
48215024113,6491,721,6312,0,0,37,0,11.10768757
48215024114,9519,1004,9344,0,0,0,0,10.5473264
48215024201,15877,1848,15500,0,0,0,0,11.63947849
48215024203,6625,414,4648,32,101,0,0,6.249056604
48215024204,4666,315,4321,0,0,0,0,6.750964423
48215024205,8846,1059,8475,0,0,0,0,11.97151255
48215024301,1079,47,950,0,0,9,0,4.355885079
48215024302,1490,100,1427,0,0,0,0,6.711409396
48215024402,8530,499,8468,71,0,0,0,5.849941383
48215024403,6394,297,6320,0,0,0,0,4.644979668
48215024404,4097,371,4097,0,0,0,0,9.055406395
48215024500,8799,886,8727,0,0,68,0,10.06932606
48215024600,8095,700,7975,54,0,33,0,8.647313156
48215980000,0,0,0,0,0,0,0,0
48217960100,3706,218,875,212,2,63,0,5.882352941
48217960200,4488,149,216,52,47,73,62,3.319964349
48217960400,1959,76,54,14,8,9,0,3.879530373
48217960500,5958,219,603,188,16,327,0,3.675730111
48217960600,1403,104,333,80,5,0,0,7.412687099
48217960700,2089,151,385,77,0,10,0,7.228338918
48217960800,3442,219,944,488,119,39,0,6.362579895
48217960900,2027,105,1253,268,0,0,0,5.180069068
48217961000,2015,253,939,767,8,109,0,12.55583127
48217961100,3668,260,796,167,24,34,14,7.088331516
48217961400,4644,359,849,330,5,33,0,7.730404823
48219950100,1392,136,586,57,0,8,0,9.770114943
48219950200,4598,250,1606,112,52,32,0,5.437146585
48219950300,4506,321,2358,107,53,29,0,7.123834887
48219950400,4804,393,3567,270,79,34,0,8.180682764
48219950500,5026,329,1800,458,35,86,25,6.545961003
48219950600,1430,61,379,7,12,24,0,4.265734266
48219950700,1406,68,674,21,6,8,0,4.836415363
48221160100,4882,237,458,360,14,102,0,4.8545678
48221160204,3422,244,269,174,12,14,7,7.130333139
48221160205,7329,606,1194,29,19,126,19,8.268522309
48221160206,4379,195,626,57,22,53,0,4.453071478
48221160207,7470,313,1187,24,113,31,0,4.190093708
48221160208,6297,271,1647,0,0,57,0,4.303636652
48221160209,8389,431,721,0,307,98,30,5.137680296
48221160210,5720,244,112,0,39,0,0,4.265734266
48221160301,5325,276,412,21,0,183,0,5.183098592
48221160302,3688,292,400,6,0,143,0,7.917570499
48223950100,3013,164,245,75,74,41,0,5.443079987
48223950200,4264,234,373,7,5,111,15,5.487804878
48223950300,5909,318,992,133,20,98,12,5.381621256
48223950401,4371,339,863,413,43,22,0,7.75566232
48223950402,3861,287,374,188,64,17,14,7.433307433
48223950500,2852,267,472,634,4,77,23,9.361851332
48223950600,3969,218,940,926,62,0,5,5.492567397
48223950700,5070,379,1491,284,27,29,8,7.475345168
48223950800,2931,114,293,176,11,0,0,3.889457523
48225950100,5172,349,320,680,0,8,0,6.747873163
48225950200,1165,32,104,252,19,13,0,2.746781116
48225950300,3200,312,322,1487,90,70,0,9.75
48225950400,2781,156,635,1483,0,26,0,5.609492988
48225950500,4236,232,483,416,80,14,0,5.476864967
48225950600,1369,43,0,359,0,11,0,3.140978817
48225950700,5032,57,647,1258,12,164,0,1.132750397
48227950100,2442,104,638,20,22,93,0,4.258804259
48227950200,1944,148,519,1,21,0,0,7.613168724
48227950300,2435,175,1786,161,20,8,0,7.186858316
48227950400,3301,217,1352,190,57,6,0,6.573765526
48227950500,3395,305,1637,144,58,13,0,8.983799705
48227950600,4658,258,1326,266,73,40,24,5.538857879
48227950700,3887,300,1793,533,0,93,0,7.718034474
48227950801,4549,341,1664,460,160,149,0,7.496153001
48227950802,5857,175,3903,570,93,128,24,2.987877753
48227950900,4199,286,776,251,0,85,115,6.811145511
48229950300,4098,207,3212,119,74,35,0,5.05124451
48231960100,2779,102,344,329,142,44,0,3.670385031
48231960200,2756,200,88,257,0,33,4,7.256894049
48231960300,4028,229,553,116,14,39,0,5.685203575
48231960400,4958,399,1087,347,31,73,0,8.047599839
48231960500,3608,219,373,813,87,95,0,6.069844789
48231960600,4772,214,566,1142,475,322,19,4.484492875
48231960700,5587,239,527,92,99,14,0,4.277787721
48231960800,3251,416,1661,976,0,4,0,12.79606275
48231960900,4867,488,1486,987,128,148,0,10.0267105
48231961000,4908,493,1193,1109,31,43,0,10.04482478
48231961100,6831,315,553,290,87,31,0,4.611330698
48231961200,5379,255,558,755,27,83,13,4.740658115
48231961300,6814,289,1290,359,321,88,226,4.241267978
48231961400,9742,753,1336,193,56,51,30,7.72941901
48231961501,3214,184,691,8,0,27,0,5.724953329
48231961502,5273,357,782,120,63,63,0,6.770339465
48231961503,4499,230,540,72,49,62,3,5.112247166
48231961600,6054,297,907,48,24,159,0,4.905847374
48231961700,2832,125,60,36,7,61,0,4.413841808
48233950200,2109,95,573,82,17,169,3,4.504504505
48233950500,5165,295,647,43,105,234,13,5.711519845
48233950600,3162,89,1180,131,5,57,0,2.814674257
48233950700,2089,271,482,85,15,12,100,12.97271422
48233950800,786,70,435,63,2,8,0,8.905852417
48233950900,4141,301,756,148,36,198,17,7.268775658
48233951000,4119,303,886,128,22,189,0,7.356154406
48235950100,1524,60,374,54,0,10,0,3.937007874
48237950100,3087,142,460,346,7,63,5,4.599935212
48237950300,3172,193,802,65,0,0,0,6.084489281
48237950500,2583,158,203,12,10,17,0,6.116918312
48239950100,5681,313,1887,101,29,0,0,5.509593381
48239950200,4064,245,1266,582,120,3,8,6.028543307
48239950300,5075,495,1720,435,0,32,0,9.753694581
48241950100,5159,306,218,436,0,23,25,5.931382051
48241950200,3282,391,218,1690,0,0,0,11.9134674
48241950300,3451,170,209,2317,17,0,26,4.926108374
48241950400,5844,346,766,815,167,82,0,5.920602327
48241950500,4333,213,164,318,0,30,0,4.915762751
48241950600,2800,195,389,353,15,79,0,6.964285714
48241950700,8136,413,377,17,80,129,24,5.076204523
48241950800,2499,85,19,113,49,33,0,3.401360544
48243950100,2234,61,727,18,51,25,0,2.730528201
48245000101,5710,301,605,3005,214,0,0,5.27145359
48245000102,2220,335,146,1339,15,8,14,15.09009009
48245000103,3684,494,125,3215,36,0,0,13.40933768
48245000200,5208,488,500,3765,32,19,0,9.370199693
48245000302,7231,255,500,1326,734,57,14,3.526483197
48245000304,7335,397,1336,2713,194,21,0,5.412406271
48245000306,3678,194,293,355,169,17,10,5.274605764
48245000307,3936,372,453,1057,182,126,0,9.451219512
48245000308,7290,564,713,2966,354,19,0,7.736625514
48245000309,2817,179,388,938,204,22,0,6.3542776
48245000310,5291,438,1044,1600,179,12,0,8.278208278
48245000400,4393,441,186,1367,46,50,0,10.03869793
48245000500,2228,153,809,962,0,0,0,6.867145422
48245000600,5263,482,1451,4027,17,0,0,9.158274748
48245000700,2576,216,55,2465,0,0,0,8.385093168
48245000900,2088,282,274,1637,0,2,0,13.50574713
48245001100,2705,228,468,1225,12,17,31,8.42883549
48245001200,2145,184,814,785,6,0,0,8.578088578
48245001301,5932,617,1693,2171,103,0,0,10.40121376
48245001302,3210,472,203,1604,292,22,0,14.70404984
48245001303,3225,157,389,1209,381,62,0,4.868217054
48245001700,1782,45,92,1481,0,0,0,2.525252525
48245001900,2954,159,1110,1133,111,83,0,5.38253216
48245002000,2308,229,968,917,120,0,0,9.922010399
48245002100,3153,225,362,2456,0,0,0,7.136060894
48245002200,3152,207,308,2526,0,29,9,6.567258883
48245002300,2775,142,165,2492,0,0,0,5.117117117
48245002400,2169,106,577,1345,4,0,0,4.887044721
48245002500,3522,373,659,2210,77,44,0,10.59057354
48245002600,5681,101,594,2911,620,101,0,1.777856011
48245005100,914,16,0,892,0,0,0,1.750547046
48245005400,1402,44,354,909,29,0,16,3.138373752
