GEOID,TotPop,TotUnder5,Hispanic,BlackAloneOrCombo,AsianAloneOrCombo,AmerIndAloneorCombo,NatHawAloneOrCombo,ratioUnder5
48245005500,3138,227,1474,1017,388,27,0,7.233906947
48245005600,3392,365,2042,734,300,13,0,10.76061321
48245005900,1440,122,7,1426,0,7,0,8.472222222
48245006100,1161,106,25,1075,3,0,0,9.130060293
48245006300,1293,51,166,1075,7,0,0,3.944315545
48245006400,1849,157,670,1056,0,22,3,8.491076257
48245006500,3719,290,2054,551,328,60,0,7.797795106
48245006600,3790,345,1335,1408,286,56,0,9.102902375
48245006700,2876,257,1674,711,20,123,0,8.936022253
48245006800,2283,113,897,737,215,0,0,4.949627683
48245006900,3141,194,243,1743,201,11,0,6.17637695
48245007001,6679,561,957,2800,718,55,8,8.399460997
48245007002,4300,346,674,1069,1143,31,0,8.046511628
48245007100,3581,159,829,770,113,13,0,4.440100531
48245010100,3194,297,2356,348,96,0,0,9.298685034
48245010200,2015,172,970,553,49,0,0,8.535980149
48245010300,3000,185,1432,815,302,67,0,6.166666667
48245010400,2705,154,338,40,150,34,0,5.693160813
48245010500,4268,251,1764,525,233,55,0,5.880974695
48245010600,5520,331,1347,198,66,0,16,5.996376812
48245010700,3220,149,555,16,15,42,0,4.627329193
48245010800,5008,300,435,331,92,172,52,5.990415335
48245010901,3169,190,237,60,117,15,0,5.995582203
48245010902,4723,151,1018,161,380,0,0,3.197120474
48245011001,4787,300,992,1,170,0,0,6.266973052
48245011002,3313,179,511,80,0,17,0,5.402958044
48245011101,4959,246,576,190,13,200,0,4.960677556
48245011102,2588,125,293,54,92,0,0,4.829984544
48245011201,9302,807,733,1217,395,0,0,8.675553644
48245011202,3142,0,1017,993,0,0,0,0
48245011203,2405,0,812,840,8,13,0,0
48245011302,5296,0,2209,1739,89,149,0,0
48245011303,2768,315,411,75,31,0,0,11.3800578
48245011304,3942,174,393,399,209,88,0,4.414003044
48245011400,7362,418,606,2034,57,32,9,5.677804944
48245011500,2290,147,319,82,0,0,0,6.419213974
48245011600,2209,200,404,122,5,38,0,9.05387053
48245011700,1655,144,987,357,0,0,0,8.700906344
48245011800,1587,143,61,1525,0,0,0,9.010712035
48245980000,164,28,4,0,108,0,0,17.07317073
48245990000,0,0,0,0,0,0,0,0
48247950200,2730,204,2591,4,0,2,0,7.472527473
48247950400,2552,208,2299,0,0,19,0,8.150470219
48249950100,8586,795,5310,50,0,12,0,9.259259259
48249950200,8400,625,7077,25,0,0,0,7.44047619
48249950300,6651,547,5036,119,225,27,0,8.224327169
48249950400,3688,138,2903,42,26,6,18,3.74186551
48249950500,6453,554,5835,70,0,0,45,8.585154192
48249950600,4209,291,4112,22,0,22,0,6.913756237
48249950700,3205,91,2787,8,6,64,0,2.839313573
48251130100,4008,225,555,10,0,32,0,5.613772455
48251130204,11480,1135,1050,614,315,183,0,9.886759582
48251130205,3919,156,474,178,0,29,0,3.980607298
48251130207,7577,314,888,374,133,1,0,4.144120364
48251130208,6262,380,744,23,0,56,40,6.06834877
48251130210,5111,344,740,86,120,14,0,6.7305811
48251130211,6019,318,740,17,0,205,25,5.283269646
48251130212,5061,330,1095,273,53,103,0,6.520450504
48251130213,4435,254,838,198,0,48,0,5.727170237
48251130214,6060,621,968,176,104,40,0,10.24752475
48251130215,6114,466,1104,286,139,34,78,7.621851488
48251130302,5456,468,1027,428,62,53,22,8.57771261
48251130303,4086,237,1310,95,124,144,363,5.800293686
48251130304,5463,368,1794,389,175,37,28,6.736225517
48251130405,6143,371,1015,27,68,40,0,6.039394433
48251130406,6106,340,1106,0,0,60,0,5.568293482
48251130407,8949,533,4682,1040,32,541,29,5.955972734
48251130408,8604,585,2504,799,413,160,0,6.79916318
48251130409,7061,499,1015,12,7,287,0,7.066987679
48251130410,7471,559,1387,156,41,0,0,7.482264757
48251130500,6772,493,931,148,101,102,0,7.279976373
48251130601,7048,383,473,82,3,129,0,5.434165721
48251130602,2207,96,278,0,12,20,0,4.349796103
48251130700,4954,452,1701,62,90,117,71,9.12394025
48251130800,4078,222,1747,193,17,24,117,5.443845022
48251130900,2826,153,1533,223,0,11,0,5.414012739
48251131000,4540,168,584,69,13,9,0,3.700440529
48251131100,5665,302,1765,196,71,70,0,5.3309797
48253020101,1313,123,330,50,0,6,0,9.367859863
48253020102,6959,0,2318,2804,121,546,0,0
48253020200,2157,226,664,215,0,0,0,10.47751507
48253020300,2156,222,584,295,13,11,0,10.29684601
48253020400,3193,128,1187,212,3,18,0,4.008769183
48253020500,4113,189,364,8,0,126,0,4.595185996
48255970100,2492,137,240,0,0,10,0,5.497592295
48255970200,4138,286,2598,92,10,43,0,6.911551474
48255970300,7209,325,4397,1231,13,243,0,4.508253572
48255970400,1548,104,1069,17,5,26,5,6.718346253
48257050201,8540,914,1430,1296,213,31,0,10.70257611
48257050203,10580,862,2227,1634,174,126,0,8.147448015
48257050204,5987,415,1663,1295,275,38,9,6.931685318
48257050205,8873,694,1564,1434,273,102,55,7.821480897
48257050206,13383,781,2778,1210,185,54,0,5.835761787
48257050300,4104,347,1392,501,35,5,39,8.455165692
48257050400,7544,687,2126,602,130,413,0,9.106574761
48257050500,5823,586,600,3235,48,65,0,10.06354113
48257050600,7261,324,1290,865,275,47,70,4.46219529
48257050701,4815,253,894,173,10,19,0,5.254413292
48257050703,2525,178,777,117,18,25,0,7.04950495
48257050704,5700,336,1698,395,0,175,0,5.894736842
48257050800,10187,867,1810,294,80,161,0,8.510847158
48257051000,1787,162,958,291,0,0,0,9.06547286
48257051100,5010,248,1643,181,9,7,0,4.9500998
48257051201,2915,63,511,123,0,17,0,2.161234991
48257051202,5069,265,518,216,30,164,0,5.227855593
48257051300,8807,563,652,293,40,99,71,6.392642216
48259970100,6405,301,2127,160,208,504,0,4.699453552
48259970301,5698,271,1059,74,32,225,11,4.756054756
48259970302,3982,115,679,29,35,45,0,2.887995982
48259970401,11248,612,2332,314,294,256,66,5.440967283
48259970402,7257,354,1080,26,89,41,0,4.87804878
48259970500,7392,485,2617,206,69,8,55,6.561147186
48261950100,595,85,522,0,1,0,0,14.28571429
48261990000,0,0,0,0,0,0,0,0
48263950100,749,33,122,8,0,20,0,4.405874499
48265960100,5800,252,925,17,0,201,20,4.344827586
48265960200,3771,201,472,19,49,14,0,5.330151154
48265960301,3663,300,1047,12,155,18,0,8.19000819
48265960302,7696,294,1448,100,24,132,12,3.82016632
48265960401,2250,190,1067,2,97,200,0,8.444444444
48265960402,5457,284,1671,118,33,48,33,5.204324721
48265960500,5106,317,1470,171,42,303,0,6.208382295
48265960600,8421,394,3192,401,203,63,0,4.678779242
48265960700,5055,173,1015,86,0,0,0,3.422354105
48265960800,4146,222,1395,49,0,255,0,5.354558611
48267950100,2382,68,439,0,0,57,0,2.854743913
48267950200,2026,202,675,8,0,46,5,9.970384995
48269950100,228,17,38,0,0,0,0,7.456140351
48271950100,3675,87,2297,3,0,7,0,2.367346939
48273020100,5312,430,3229,56,81,10,0,8.094879518
48273020200,4471,309,4247,69,124,0,0,6.911205547
48273020300,7919,416,6275,353,185,40,0,5.253188534
48273020400,6402,455,4297,443,221,33,0,7.107154014
48273020500,7321,612,4801,540,355,35,0,8.359513728
48273990000,0,0,0,0,0,0,0,0
48275950100,1834,87,579,63,4,40,0,4.743729553
48275950200,1899,192,690,220,2,0,0,10.11058452
48277000101,4462,263,573,60,34,214,9,5.89421784
48277000102,4446,279,194,324,0,129,0,6.275303644
48277000200,3684,318,426,261,0,123,8,8.631921824
48277000300,6316,443,351,383,31,160,81,7.013932869
48277000401,3450,183,137,615,56,103,0,5.304347826
48277000402,5983,310,123,444,62,22,0,5.18134715
48277000500,3674,234,494,1426,11,45,0,6.369080022
48277000600,2229,144,376,560,0,74,0,6.460296097
48277000700,3153,320,257,418,137,32,58,10.14906438
48277000800,3603,351,389,1159,0,74,0,9.741881765
48277000900,4954,321,317,539,167,244,7,6.479612434
48277001000,3578,161,167,764,0,188,32,4.499720514
48279950100,2477,210,1760,64,0,31,0,8.477997578
48279950200,1573,102,664,39,0,35,0,6.484424666
48279950300,2263,152,1107,62,29,23,0,6.71674768
48279950500,3512,298,2551,278,44,77,0,8.485193622
48279950600,3437,208,1243,339,37,13,0,6.051789351
48281950100,2326,98,388,8,10,31,0,4.213241617
48281950301,6441,219,790,572,148,163,80,3.400093153
48281950302,3444,133,612,41,43,0,23,3.861788618
48281950400,4270,331,1404,22,73,129,14,7.75175644
48281950500,4159,355,831,327,143,39,8,8.535705698
48283950300,7409,508,6104,114,166,136,0,6.856525847
48285000100,3693,198,308,189,31,0,0,5.36149472
48285000200,3622,198,497,509,18,86,0,5.466593043
48285000300,2491,148,351,0,36,9,5,5.941389
48285000400,3435,166,168,268,15,0,0,4.832605531
48285000500,3735,312,1020,252,0,16,0,8.353413655
48285000600,2965,167,1350,364,0,16,0,5.63237774
48287000100,4998,316,548,123,52,15,7,6.322529012
48287000200,2818,100,577,556,0,22,0,3.54861604
48287000300,3008,91,533,87,0,15,0,3.025265957
48287000400,6128,406,2312,1249,130,12,0,6.625326371
48289950100,6493,557,1667,698,24,101,0,8.578469121
48289950200,5521,318,384,245,70,28,52,5.759826118
48289950300,5084,200,406,339,44,40,0,3.933910307
48291700100,4079,278,1812,210,0,28,0,6.81539593
48291700200,3237,132,534,1255,0,10,0,4.077849861
48291700300,10911,848,3450,112,104,77,5,7.771973238
48291700400,7629,629,965,504,35,0,0,8.244855158
48291700500,2851,206,473,61,0,35,0,7.2255349
48291700600,2589,139,559,202,0,0,0,5.368868289
48291700700,2233,281,134,234,84,4,0,12.58396776
48291700800,8778,348,899,826,136,8,0,3.964456596
48291700900,8352,242,2327,1704,12,147,18,2.897509579
48291701000,7568,550,3662,496,114,0,0,7.26744186
48291701100,6096,332,728,566,85,200,0,5.446194226
48291701200,6401,518,1236,580,63,58,0,8.092485549
48291701300,3065,331,301,170,0,110,5,10.79934747
48291701400,8073,881,2018,1670,6,165,0,10.91291961
48293970100,2226,118,774,358,0,4,0,5.30098832
48293970200,3901,201,723,783,0,286,0,5.152524994
48293970300,2335,189,707,541,67,12,12,8.094218415
48293970400,2175,162,789,628,0,10,0,7.448275862
48293970500,1913,115,678,467,11,82,52,6.011500261
48293970600,5764,403,893,1297,24,47,0,6.99167245
48293970700,1778,113,87,34,42,0,0,6.355455568
48293970800,3423,207,450,124,50,40,11,6.047326906
48295950200,2105,187,880,38,28,52,0,8.883610451
48295950300,1364,81,171,35,23,66,0,5.938416422
48297950100,4782,237,2371,314,109,40,0,4.95608532
48297950200,2233,175,1299,4,19,0,0,7.836990596
48297950300,2282,154,720,29,9,0,0,6.748466258
48297950400,2826,89,392,14,4,28,0,3.149327672
48299970100,3008,106,17,0,9,20,0,3.52393617
48299970200,3670,238,910,30,0,673,0,6.485013624
48299970300,1839,17,74,4,3,9,0,0.924415443
48299970400,3606,60,142,11,0,59,0,1.663893511
48299970500,6853,328,847,12,98,0,0,4.786225011
48299970600,1664,47,123,0,13,0,0,2.824519231
48301950100,102,19,16,0,0,3,0,18.62745098
48303000100,2724,241,2051,41,34,143,0,8.847283407
48303000201,1746,57,804,176,1,0,0,3.264604811
48303000202,1721,181,1429,125,20,23,5,10.5171412
48303000301,4077,106,1742,641,407,34,20,2.599950944
48303000302,6834,469,5031,563,578,494,0,6.862745098
48303000402,4418,398,1199,501,71,38,9,9.008601177
48303000403,3981,175,1005,117,234,21,0,4.395880432
48303000404,7891,558,2016,618,571,29,0,7.071347104
48303000405,11130,510,4678,1264,377,107,19,4.582210243
48303000500,8177,24,1837,524,469,153,9,0.293506176
48303000603,3756,40,635,412,261,0,0,1.064962726
48303000605,937,0,116,151,27,8,9,0
48303000607,2522,232,1009,307,170,165,0,9.199048374
48303000700,1083,62,882,37,0,0,0,5.724838412
48303000900,5401,427,2492,2982,0,356,6,7.905943344
48303001000,3605,228,1424,1940,0,7,0,6.324549237
48303001200,2233,139,464,1668,8,12,0,6.224809673
48303001300,2742,195,2277,128,52,46,0,7.111597374
48303001400,4869,189,2024,377,21,260,0,3.881700555
48303001501,2682,41,339,42,111,34,0,1.528709918
48303001502,2491,162,288,73,0,7,0,6.503412284
48303001601,2844,144,920,115,166,35,0,5.063291139
48303001602,3200,156,1023,284,92,97,0,4.875
48303001702,5541,325,1511,358,88,85,0,5.865367262
48303001705,6281,554,812,393,301,61,20,8.820251552
48303001706,6429,161,2239,580,211,86,24,2.504277493
48303001707,6196,611,1378,376,102,105,0,9.861200775
48303001708,2811,179,1211,207,149,37,7,6.367840626
48303001709,4701,326,1761,716,86,29,77,6.934694746
48303001801,6219,380,2933,341,146,270,0,6.110307123
48303001803,5157,660,1775,464,113,51,18,12.79813845
48303001804,3728,205,881,131,65,46,0,5.498927039
48303001901,4997,343,1415,428,101,6,53,6.864118471
48303001903,5775,370,1053,236,132,122,0,6.406926407
48303001904,1678,71,217,0,96,21,0,4.231227652
48303002001,2409,153,690,101,39,91,0,6.351183064
48303002002,3319,317,1519,83,90,13,0,9.551069599
48303002101,5616,86,1926,561,133,178,12,1.531339031
48303002102,2959,169,467,237,104,37,17,5.711388983
48303002202,5497,363,2528,484,22,11,0,6.603601965
48303002203,3075,231,891,309,0,11,0,7.512195122
48303002204,4944,597,3201,818,9,5,45,12.07524272
48303002300,4317,236,2966,288,135,0,0,5.466759324
48303002400,7598,460,6181,409,8,56,0,6.054224796
48303002500,2821,203,1745,441,50,159,0,7.196029777
48303010101,1425,65,190,0,15,0,0,4.561403509
48303010102,2081,121,941,35,8,34,0,5.814512254
48303010200,8204,613,3462,674,37,269,0,7.471964895
48303010301,3974,247,1211,97,0,9,0,6.215400101
48303010302,2552,216,840,12,46,103,0,8.463949843
48303010402,2214,248,832,56,7,0,0,11.20144535
48303010403,5498,671,1185,165,72,27,0,12.20443798
48303010404,3152,242,1037,115,38,37,0,7.677664975
48303010405,5320,277,1493,17,357,84,0,5.206766917
48303010406,6699,406,1553,370,462,277,14,6.060606061
48303010407,8884,855,1536,149,541,136,0,9.624043224
48303010408,11346,1063,2297,83,227,208,0,9.368940596
48303010502,3254,168,433,70,189,88,0,5.16287646
48303010504,4123,243,614,63,95,6,7,5.893766675
48303010505,4205,311,1553,395,87,7,20,7.395957194
48303010506,4169,386,1480,379,124,54,0,9.258815064
48303010508,10476,945,3918,683,72,264,29,9.020618557
48303010509,3035,139,179,0,28,23,0,4.579901153
48303010510,2713,73,335,108,84,36,0,2.690748249
48303010511,5500,700,1892,259,139,42,0,12.72727273
48303010600,5986,480,3117,545,152,31,0,8.018710324
48303010700,3512,234,431,18,11,23,5,6.662870159
48303980000,0,0,0,0,0,0,0,0
48305950400,2040,117,785,7,4,5,4,5.735294118
48305950500,2552,217,1382,80,1,98,0,8.503134796
48305950600,1216,59,584,12,42,12,0,4.851973684
48307950300,5159,316,1947,175,40,0,0,6.125218066
48307950400,1530,167,353,37,0,220,0,10.91503268
48307950500,1409,53,287,6,9,42,0,3.761533002
48309000100,2177,45,549,322,47,9,0,2.067064768
48309000200,3760,137,735,466,278,0,27,3.643617021
48309000300,3918,0,617,350,407,34,0,0
48309000400,5708,481,1010,1203,365,185,0,8.426769446
48309000598,5419,296,4205,499,0,148,0,5.46226241
48309000700,3258,197,1415,893,0,8,0,6.046654389
48309000800,3027,449,1546,639,93,5,12,14.83316815
48309000900,4993,519,2353,1156,45,0,0,10.39455237
48309001000,2629,259,1401,896,0,36,0,9.851654622
48309001100,5553,520,3242,1297,18,73,0,9.364307581
48309001200,2820,422,1469,1182,0,45,0,14.96453901
48309001300,2583,249,1154,452,203,64,0,9.639953542
48309001400,7229,622,1547,4738,0,198,0,8.604232951
48309001500,1833,78,414,1281,9,0,0,4.255319149
48309001600,6458,329,3072,1090,57,100,14,5.094456488
48309001700,6046,461,1659,1104,27,212,0,7.624875951
48309001800,3096,54,842,1035,31,4,0,1.744186047
48309001900,5225,614,1543,1285,265,0,96,11.75119617
48309002000,3978,84,512,145,52,35,0,2.111613876
48309002100,5403,568,2421,1866,47,110,0,10.51267814
48309002302,5028,298,1422,1190,33,133,18,5.926809865
48309002498,5094,471,1753,953,0,45,0,9.246171967
48309002501,4972,514,948,1916,28,15,0,10.3378922
48309002503,5231,270,839,334,37,0,0,5.161536991
48309002504,3766,215,337,100,54,33,0,5.70897504
48309002600,6470,582,1113,498,198,149,0,8.995363215
48309002700,3845,357,2385,473,40,42,0,9.284785436
48309002800,4133,275,642,361,289,15,0,6.6537624
48309002900,3912,388,627,15,190,47,9,9.918200409
48309003000,3793,249,1004,525,46,69,8,6.564724492
48309003200,4722,437,1374,1027,142,32,0,9.254553155
48309003300,2485,162,485,462,124,56,10,6.519114688
48309003400,6294,407,945,348,43,106,0,6.466476009
48309003500,4175,340,331,71,0,42,0,8.143712575
48309003601,3415,125,581,818,20,0,0,3.660322108
48309003602,2626,167,372,215,0,34,6,6.359482102
48309003701,3005,180,538,259,26,15,0,5.990016639
48309003703,6030,449,825,125,0,185,0,7.446102819
48309003706,11593,894,2316,1481,456,14,0,7.711550073
48309003707,8306,505,1126,1213,490,120,0,6.07994221
48309003708,7606,486,1306,741,264,17,0,6.389692348
48309003801,7071,337,670,65,117,39,18,4.765945411
48309003802,5807,261,1061,211,19,24,0,4.494575512
48309003900,9293,565,2604,581,251,77,0,6.079845045
48309004000,5019,332,343,131,0,27,35,6.614863519
48309004102,5314,370,402,63,14,59,38,6.962739932
48309004103,9301,667,1149,1261,268,59,75,7.171271906
48309004201,3867,155,449,240,10,0,0,4.008275149
48309004202,3533,190,168,73,13,48,0,5.377865836
48309004300,7610,509,4912,881,0,83,0,6.688567674
48309980000,0,0,0,0,0,0,0,0
48311950100,662,45,332,0,0,4,0,6.797583082
48313000100,4452,33,1362,1517,44,235,26,0.741239892
48313000200,1878,127,116,13,129,0,0,6.762513312
48313000300,2815,195,531,6,0,26,0,6.927175844
48313000400,4983,293,1221,952,268,60,0,5.879991973
48315950100,2028,134,38,522,0,19,0,6.607495069
48315950200,2622,121,76,588,0,34,0,4.614797864
48315950300,2822,63,108,171,12,10,38,2.232459249
48315950400,2611,117,184,1128,20,12,0,4.481041746
48317950100,1701,125,460,0,4,94,9,7.34861846
48317950200,3913,343,2114,48,0,0,0,8.765652952
48319950100,2209,181,741,20,81,288,0,8.193752829
48319950200,1952,32,237,0,11,25,0,1.639344262
48321730100,2633,226,1655,225,4,23,0,8.583364983
48321730201,6550,325,3006,284,0,68,0,4.961832061
48321730202,1738,121,598,246,7,0,0,6.962025316
48321730301,4179,272,2272,188,35,8,0,6.508734147
48321730302,4827,581,2222,1067,7,61,24,12.03646157
48321730303,902,30,164,76,0,13,0,3.32594235
48321730400,2564,226,510,1152,78,207,0,8.814352574
48321730501,3339,38,230,348,39,66,29,1.138065289
48321730600,5398,263,2975,285,565,181,0,4.87217488
48321730700,4613,497,1809,141,0,55,0,10.77389985
48321990000,0,0,0,0,0,0,0,0
48323950201,8690,942,8114,13,14,441,0,10.84004603
48323950204,4622,329,4622,0,0,0,0,7.118130679
48323950205,9035,840,8848,117,0,0,0,9.297177643
48323950300,7568,1043,7139,97,26,12,0,13.78171247
48323950400,3626,302,3575,0,0,6,0,8.3287369
48323950500,6572,770,5914,49,229,2,0,11.71637249
48323950601,2704,194,2609,6,0,0,0,7.174556213
48323950602,4893,326,4875,0,0,0,0,6.662579195
48323950700,10260,794,9510,159,0,259,32,7.738791423
48325000101,7644,550,4339,71,77,24,6,7.195185767
48325000102,8853,497,3501,300,113,305,0,5.613916187
48325000200,1686,24,700,0,0,5,0,1.423487544
48325000300,8283,418,3985,918,137,12,0,5.046480744
48325000401,5717,268,4244,58,0,21,11,4.687773308
48325000402,4002,111,1918,45,65,65,26,2.773613193
48325000500,5438,363,2996,87,79,54,0,6.675248253
48325000800,7711,660,3787,11,57,20,0,8.559201141
48327950300,2123,26,728,24,0,125,0,1.224682054
48329000100,7609,703,4566,2022,179,61,0,9.239059009
48329000200,5286,268,1317,454,102,5,7,5.069996216
48329000302,6429,467,1783,1142,269,79,19,7.26396018
48329000303,4484,378,899,16,48,31,0,8.429973238
48329000304,3885,217,505,206,31,4,19,5.585585586
48329000305,5609,487,1399,318,135,61,0,8.682474594
48329000401,3603,198,1979,108,55,147,0,5.495420483
48329000402,5127,368,2253,435,190,0,0,7.177686756
48329000500,4575,378,1502,172,44,214,0,8.262295082
48329000600,4433,234,1949,330,61,53,0,5.278592375
48329001100,5119,312,3086,459,5,213,11,6.094940418
48329001200,6539,379,3752,691,465,0,0,5.795993271
48329001300,7365,549,4357,513,102,49,0,7.454175153
48329001400,6302,955,4867,790,32,168,0,15.15391939
48329001500,4981,447,3825,957,67,0,0,8.974101586
48329001700,5163,441,4073,730,101,8,0,8.541545613
48329010104,8140,468,2256,284,367,125,0,5.749385749
48329010105,3494,569,1316,183,396,107,57,16.2850601
48329010106,5809,513,1624,577,143,115,15,8.831124118
48329010107,5210,286,1801,188,203,0,0,5.489443378
48329010108,3807,381,749,244,294,34,0,10.00788022
48329010109,7955,620,5069,25,18,21,0,7.793840352
48329010112,16760,1508,5006,217,414,114,76,8.997613365
48329010113,11391,1213,4693,27,66,280,13,10.64875779
48329010114,10846,1348,4166,477,549,187,28,12.42854509
